MODEL,POINT,IID,STID,STSIZ,ROSIZ,NBO,DPY
Demo - Model 01,43,1032,S_FRIGATE_01,,,0,0
Demo - Model 01,43,1032,S_FRIGATE_02,,,0,0
Demo - Model 01,43,1032,S_SUPPLY_SHIP_01,,,0,0
Demo - Model 01,43,1032,S_SUPPLY_SHIP_02,,,0,0
Demo - Model 01,43,1033,HOME BASE,,,0.0004,0.29
Demo - Model 01,43,1033,MAIN DEPOT,,,0.0003,0.22
Demo - Model 01,43,1033,S_CARRIER,,,0,0.04
Demo - Model 01,43,1033,S_CRUISER,,,0,0.04
Demo - Model 01,43,1033,S_DESTROYER_01,,,0,0.04
Demo - Model 01,43,1033,S_DESTROYER_02,,,0,0.04
Demo - Model 01,43,1033,S_FRIGATE_01,,,0,0.04
Demo - Model 01,43,1033,S_FRIGATE_02,,,0,0.04
Demo - Model 01,43,1033,S_SUPPLY_SHIP_01,,,0,0.04
Demo - Model 01,43,1033,S_SUPPLY_SHIP_02,,,0,0.04
Demo - Model 01,43,1034,HOME BASE,,,0.0001,0.11
Demo - Model 01,43,1034,MAIN DEPOT,,,0.0001,0.08
Demo - Model 01,43,1034,S_CARRIER,,,0,0.01
Demo - Model 01,43,1034,S_CRUISER,,,0,0.01
Demo - Model 01,43,1034,S_DESTROYER_01,,,0,0.01
Demo - Model 01,43,1034,S_DESTROYER_02,,,0,0.01
Demo - Model 01,43,1034,S_FRIGATE_01,,,0,0.01
Demo - Model 01,43,1034,S_FRIGATE_02,,,0,0.01
Demo - Model 01,43,1034,S_SUPPLY_SHIP_01,,,0,0.01
Demo - Model 01,43,1034,S_SUPPLY_SHIP_02,,,0,0.01
Demo - Model 01,43,1041,HOME BASE,2,,0,27.73
Demo - Model 01,43,1041,MAIN DEPOT,,,0.0237,20.8
Demo - Model 01,43,1041,S_CARRIER,,,0,3.47
Demo - Model 01,43,1041,S_CRUISER,,,0,3.47
Demo - Model 01,43,1041,S_DESTROYER_01,,,0,3.47
Demo - Model 01,43,1041,S_DESTROYER_02,,,0,3.47
Demo - Model 01,43,1041,S_FRIGATE_01,,,0,3.47
Demo - Model 01,43,1041,S_FRIGATE_02,,,0,3.47
Demo - Model 01,43,1041,S_SUPPLY_SHIP_01,,,0,3.47
Demo - Model 01,43,1041,S_SUPPLY_SHIP_02,,,0,3.47
Demo - Model 01,43,1042,HOME BASE,1,,0,1.08
Demo - Model 01,43,1042,MAIN DEPOT,,,0.0009,0.81
Demo - Model 01,43,1042,S_CARRIER,,,0,0.14
Demo - Model 01,43,1042,S_CRUISER,,,0,0.14
Demo - Model 01,43,1042,S_DESTROYER_01,,,0,0.14
Demo - Model 01,43,1042,S_DESTROYER_02,,,0,0.14
Demo - Model 01,43,1042,S_FRIGATE_01,,,0,0.14
Demo - Model 01,43,1042,S_FRIGATE_02,,,0,0.14
Demo - Model 01,43,1042,S_SUPPLY_SHIP_01,,,0,0.14
Demo - Model 01,43,1042,S_SUPPLY_SHIP_02,,,0,0.14
Demo - Model 01,43,1043,WORKSHOP,,1,0.0001,0.69
Demo - Model 01,43,1043,HOME BASE,1,,0,0.69
Demo - Model 01,43,1043,MAIN DEPOT,,,0.0039,0.69
Demo - Model 01,43,1043,S_CARRIER,,,0,0.09
Demo - Model 01,43,1043,S_CRUISER,,,0,0.09
Demo - Model 01,43,1043,S_DESTROYER_01,,,0,0.09
Demo - Model 01,43,1043,S_DESTROYER_02,,,0,0.09
Demo - Model 01,43,1043,S_FRIGATE_01,,,0,0.09
Demo - Model 01,43,1043,S_FRIGATE_02,,,0,0.09
Demo - Model 01,43,1043,S_SUPPLY_SHIP_01,,,0,0.09
Demo - Model 01,43,1043,S_SUPPLY_SHIP_02,,,0,0.09
Demo - Model 01,43,20111,HOME BASE,,,0.0005,0.42
Demo - Model 01,43,20111,MAIN DEPOT,,,0.0004,0.32
Demo - Model 01,43,20111,S_CARRIER,1,,0,7.34
Demo - Model 01,43,20111,S_CRUISER,1,,0,7.34
Demo - Model 01,43,20111,S_DESTROYER_01,1,,0,14.68
Demo - Model 01,43,20111,S_DESTROYER_02,1,,0,14.68
Demo - Model 01,43,20111,S_FRIGATE_01,,,0.0001,0.04
Demo - Model 01,43,20111,S_FRIGATE_02,,,0.0001,0.04
Demo - Model 01,43,20111,S_SUPPLY_SHIP_01,1,,0,7.34
Demo - Model 01,43,20111,S_SUPPLY_SHIP_02,1,,0,7.34
Demo - Model 01,43,20112,HOME BASE,,,0.0001,0.05
Demo - Model 01,43,20112,MAIN DEPOT,,,0,0.04
Demo - Model 01,43,20112,S_CARRIER,,,0,0
Demo - Model 01,43,20112,S_CRUISER,,,0,0
Demo - Model 01,43,20112,S_DESTROYER_01,,,0,0.01
Demo - Model 01,43,20112,S_DESTROYER_02,,,0,0.01
Demo - Model 01,43,20112,S_FRIGATE_01,,,0,0
Demo - Model 01,43,20112,S_FRIGATE_02,,,0,0
Demo - Model 01,43,20112,S_SUPPLY_SHIP_01,,,0,0
Demo - Model 01,43,20112,S_SUPPLY_SHIP_02,,,0,0
Demo - Model 01,43,20113,HOME BASE,,,0.0005,0.37
Demo - Model 01,43,20113,MAIN DEPOT,,,0.0003,0.28
Demo - Model 01,43,20113,S_CARRIER,1,,0,7.34
Demo - Model 01,43,20113,S_CRUISER,1,,0,7.34
Demo - Model 01,43,20113,S_DESTROYER_01,1,,0,14.67
Demo - Model 01,43,20113,S_DESTROYER_02,1,,0,14.67
Demo - Model 01,43,20113,S_FRIGATE_01,,,0,0.04
Demo - Model 01,43,20113,S_FRIGATE_02,,,0,0.04
Demo - Model 01,43,20113,S_SUPPLY_SHIP_01,1,,0,7.34
Demo - Model 01,43,20113,S_SUPPLY_SHIP_02,1,,0,7.34
Demo - Model 01,43,20114,HOME BASE,,,0.0002,0.13
Demo - Model 01,43,20114,MAIN DEPOT,,,0.0001,0.1
Demo - Model 01,43,20114,S_CARRIER,,,0,0.01
Demo - Model 01,43,20114,S_CRUISER,,,0,0.01
Demo - Model 01,43,20114,S_DESTROYER_01,,,0,0.03
Demo - Model 01,43,20114,S_DESTROYER_02,,,0,0.03
Demo - Model 01,43,20114,S_FRIGATE_01,,,0,0.01
Demo - Model 01,43,20114,S_FRIGATE_02,,,0,0.01
Demo - Model 01,43,20114,S_SUPPLY_SHIP_01,,,0,0.01
Demo - Model 01,43,20114,S_SUPPLY_SHIP_02,,,0,0.01
Demo - Model 01,43,20115,HOME BASE,1,,0,0.28
Demo - Model 01,43,20115,MAIN DEPOT,,,0.0002,0.21
Demo - Model 01,43,20115,S_CARRIER,,,0,0.03
Demo - Model 01,43,20115,S_CRUISER,,,0,0.03
Demo - Model 01,43,20115,S_DESTROYER_01,,,0,0.06
Demo - Model 01,43,20115,S_DESTROYER_02,,,0,0.06
Demo - Model 01,43,20115,S_FRIGATE_01,,,0,0.03
Demo - Model 01,43,20115,S_FRIGATE_02,,,0,0.03
Demo - Model 01,43,20115,S_SUPPLY_SHIP_01,,,0,0.03
Demo - Model 01,43,20115,S_SUPPLY_SHIP_02,,,0,0.03
Demo - Model 01,43,20116,WORKSHOP,,1,0,0.05
Demo - Model 01,43,20116,HOME BASE,,,0.0003,0.05
Demo - Model 01,43,20116,MAIN DEPOT,,,0.0003,0.05
Demo - Model 01,43,20116,S_CARRIER,,,0,0
Demo - Model 01,43,20116,S_CRUISER,,,0,0
Demo - Model 01,43,20116,S_DESTROYER_01,,,0.0001,0.01
Demo - Model 01,43,20116,S_DESTROYER_02,,,0.0001,0.01
Demo - Model 01,43,20116,S_FRIGATE_01,,,0,0
Demo - Model 01,43,20116,S_FRIGATE_02,,,0,0
Demo - Model 01,43,20116,S_SUPPLY_SHIP_01,,,0,0
Demo - Model 01,43,20116,S_SUPPLY_SHIP_02,,,0,0
Demo - Model 01,43,20117,WORKSHOP,,1,0,0.32
Demo - Model 01,43,20117,HOME BASE,1,,0,0.32
Demo - Model 01,43,20117,MAIN DEPOT,,,0.0018,0.32
Demo - Model 01,43,20117,S_CARRIER,,,0,0.03
Demo - Model 01,43,20117,S_CRUISER,,,0,0.03
Demo - Model 01,43,20117,S_DESTROYER_01,,,0,0.06
Demo - Model 01,43,20117,S_DESTROYER_02,,,0,0.06
Demo - Model 01,43,20117,S_FRIGATE_01,,,0,0.03
Demo - Model 01,43,20117,S_FRIGATE_02,,,0,0.03
Demo - Model 01,43,20117,S_SUPPLY_SHIP_01,,,0,0.03
Demo - Model 01,43,20117,S_SUPPLY_SHIP_02,,,0,0.03
Demo - Model 01,43,20118,WORKSHOP,,1,0,0.02
Demo - Model 01,43,20118,HOME BASE,,,0.0001,0.02
Demo - Model 01,43,20118,MAIN DEPOT,,,0.0001,0.02
Demo - Model 01,43,20118,S_CARRIER,,,0,0
Demo - Model 01,43,20118,S_CRUISER,,,0,0
Demo - Model 01,43,20118,S_DESTROYER_01,,,0,0
Demo - Model 01,43,20118,S_DESTROYER_02,,,0,0
Demo - Model 01,43,20118,S_FRIGATE_01,,,0,0
Demo - Model 01,43,20118,S_FRIGATE_02,,,0,0
Demo - Model 01,43,20118,S_SUPPLY_SHIP_01,,,0,0
Demo - Model 01,43,20118,S_SUPPLY_SHIP_02,,,0,0
Demo - Model 01,43,20119,WORKSHOP,,1,0,0.13
Demo - Model 01,43,20119,HOME BASE,1,,0,0.13
Demo - Model 01,43,20119,MAIN DEPOT,,,0.0007,0.13
Demo - Model 01,43,20119,S_CARRIER,,,0,0.01
Demo - Model 01,43,20119,S_CRUISER,,,0,0.01
Demo - Model 01,43,20119,S_DESTROYER_01,,,0,0.03
Demo - Model 01,43,20119,S_DESTROYER_02,,,0,0.03
Demo - Model 01,43,20119,S_FRIGATE_01,,,0,0.01
Demo - Model 01,43,20119,S_FRIGATE_02,,,0,0.01
Demo - Model 01,43,20119,S_SUPPLY_SHIP_01,,,0,0.01
Demo - Model 01,43,20119,S_SUPPLY_SHIP_02,,,0,0.01
Demo - Model 01,43,201110,HOME BASE,,,0.0003,0.25
Demo - Model 01,43,201110,MAIN DEPOT,,,0.0002,0.19
Demo - Model 01,43,201110,S_CARRIER,,,0,0.03
Demo - Model 01,43,201110,S_CRUISER,,,0,0.03
Demo - Model 01,43,201110,S_DESTROYER_01,,,0.0001,0.05
Demo - Model 01,43,201110,S_DESTROYER_02,,,0.0001,0.05
Demo - Model 01,43,201110,S_FRIGATE_01,,,0,0.03
Demo - Model 01,43,201110,S_FRIGATE_02,,,0,0.03
Demo - Model 01,43,201110,S_SUPPLY_SHIP_01,,,0,0.03
Demo - Model 01,43,201110,S_SUPPLY_SHIP_02,,,0,0.03
Demo - Model 01,43,201111,HOME BASE,,,0.0001,0.08
Demo - Model 01,43,201111,MAIN DEPOT,,,0.0001,0.06
Demo - Model 01,43,201111,S_CARRIER,,,0,0.01
Demo - Model 01,43,201111,S_CRUISER,,,0,0.01
Demo - Model 01,43,201111,S_DESTROYER_01,,,0,0.02
Demo - Model 01,43,201111,S_DESTROYER_02,,,0,0.02
Demo - Model 01,43,201111,S_FRIGATE_01,,,0,0.01
Demo - Model 01,43,201111,S_FRIGATE_02,,,0,0.01
Demo - Model 01,43,201111,S_SUPPLY_SHIP_01,,,0,0.01
Demo - Model 01,43,201111,S_SUPPLY_SHIP_02,,,0,0.01
Demo - Model 01,43,201112,HOME BASE,,,0.0001,0.05
Demo - Model 01,43,201112,MAIN DEPOT,,,0,0.04
Demo - Model 01,43,201112,S_CARRIER,,,0,0.01
Demo - Model 01,43,201112,S_CRUISER,,,0,0.01
Demo - Model 01,43,201112,S_DESTROYER_01,,,0,0.01
Demo - Model 01,43,201112,S_DESTROYER_02,,,0,0.01
Demo - Model 01,43,201112,S_FRIGATE_01,,,0,0.01
Demo - Model 01,43,201112,S_FRIGATE_02,,,0,0.01
Demo - Model 01,43,201112,S_SUPPLY_SHIP_01,,,0,0.01
Demo - Model 01,43,201112,S_SUPPLY_SHIP_02,,,0,0.01
Demo - Model 01,43,201113,HOME BASE,1,,0,1.02
Demo - Model 01,43,201113,MAIN DEPOT,,,0.0009,0.76
Demo - Model 01,43,201113,S_CARRIER,,,0,0.1
Demo - Model 01,43,201113,S_CRUISER,,,0,0.1
Demo - Model 01,43,201113,S_DESTROYER_01,,,0,0.2
Demo - Model 01,43,201113,S_DESTROYER_02,,,0,0.2
Demo - Model 01,43,201113,S_FRIGATE_01,,,0,0.1
Demo - Model 01,43,201113,S_FRIGATE_02,,,0,0.1
Demo - Model 01,43,201113,S_SUPPLY_SHIP_01,,,0,0.1
Demo - Model 01,43,201113,S_SUPPLY_SHIP_02,,,0,0.1
Demo - Model 01,43,201114,HOME BASE,1,,0,0.23
Demo - Model 01,43,201114,MAIN DEPOT,,,0.0002,0.18
Demo - Model 01,43,201114,S_CARRIER,,,0,0.02
Demo - Model 01,43,201114,S_CRUISER,,,0,0.02
Demo - Model 01,43,201114,S_DESTROYER_01,,,0,0.05
Demo - Model 01,43,201114,S_DESTROYER_02,,,0,0.05
Demo - Model 01,43,201114,S_FRIGATE_01,,,0,0.02
Demo - Model 01,43,201114,S_FRIGATE_02,,,0,0.02
Demo - Model 01,43,201114,S_SUPPLY_SHIP_01,,,0,0.02
Demo - Model 01,43,201114,S_SUPPLY_SHIP_02,,,0,0.02
Demo - Model 01,43,201115,HOME BASE,,,0.0003,0.23
Demo - Model 01,43,201115,MAIN DEPOT,,,0.0002,0.18
Demo - Model 01,43,201115,S_CARRIER,1,,0,1.85
Demo - Model 01,43,201115,S_CRUISER,1,,0,1.85
Demo - Model 01,43,201115,S_DESTROYER_01,1,,0,3.7
Demo - Model 01,43,201115,S_DESTROYER_02,1,,0,3.7
Demo - Model 01,43,201115,S_FRIGATE_01,,,0,0.02
Demo - Model 01,43,201115,S_FRIGATE_02,,,0,0.02
Demo - Model 01,43,201115,S_SUPPLY_SHIP_01,1,,0,1.85
Demo - Model 01,43,201115,S_SUPPLY_SHIP_02,1,,0,1.85
Demo - Model 01,43,201116,WORKSHOP,,1,0,0.11
Demo - Model 01,43,201116,HOME BASE,1,,0,0.11
Demo - Model 01,43,201116,MAIN DEPOT,,,0.0006,0.11
Demo - Model 01,43,201116,S_CARRIER,,,0,0.01
Demo - Model 01,43,201116,S_CRUISER,,,0,0.01
Demo - Model 01,43,201116,S_DESTROYER_01,,,0,0.02
Demo - Model 01,43,201116,S_DESTROYER_02,,,0,0.02
Demo - Model 01,43,201116,S_FRIGATE_01,,,0,0.01
Demo - Model 01,43,201116,S_FRIGATE_02,,,0,0.01
Demo - Model 01,43,201116,S_SUPPLY_SHIP_01,,,0,0.01
Demo - Model 01,43,201116,S_SUPPLY_SHIP_02,,,0,0.01
Demo - Model 01,43,201117,WORKSHOP,,1,0,0.1
Demo - Model 01,43,201117,HOME BASE,,,0.0006,0.1
Demo - Model 01,43,201117,MAIN DEPOT,,,0.0005,0.1
Demo - Model 01,43,201117,S_CARRIER,,,0.0001,0.01
Demo - Model 01,43,201117,S_CRUISER,,,0.0001,0.01
Demo - Model 01,43,201117,S_DESTROYER_01,,,0.0001,0.02
Demo - Model 01,43,201117,S_DESTROYER_02,,,0.0001,0.02
Demo - Model 01,43,201117,S_FRIGATE_01,,,0.0001,0.01
Demo - Model 01,43,201117,S_FRIGATE_02,,,0.0001,0.01
Demo - Model 01,43,201117,S_SUPPLY_SHIP_01,,,0.0001,0.01
Demo - Model 01,43,201117,S_SUPPLY_SHIP_02,,,0.0001,0.01
Demo - Model 01,43,20121,WORKSHOP,,1,0.0001,0.53
Demo - Model 01,43,20121,HOME BASE,1,,0,0.53
Demo - Model 01,43,20121,MAIN DEPOT,,,0.0029,0.53
Demo - Model 01,43,20121,S_CARRIER,,,0,0.05
Demo - Model 01,43,20121,S_CRUISER,,,0,0.05
Demo - Model 01,43,20121,S_DESTROYER_01,,,0,0.11
Demo - Model 01,43,20121,S_DESTROYER_02,,,0,0.11
Demo - Model 01,43,20121,S_FRIGATE_01,,,0,0.05
Demo - Model 01,43,20121,S_FRIGATE_02,,,0,0.05
Demo - Model 01,43,20121,S_SUPPLY_SHIP_01,,,0,0.05
Demo - Model 01,43,20121,S_SUPPLY_SHIP_02,,,0,0.05
Demo - Model 01,43,20122,HOME BASE,,,0.0001,0.06
Demo - Model 01,43,20122,MAIN DEPOT,,,0.0001,0.05
Demo - Model 01,43,20122,S_CARRIER,,,0,0.01
Demo - Model 01,43,20122,S_CRUISER,,,0,0.01
Demo - Model 01,43,20122,S_DESTROYER_01,,,0,0.01
Demo - Model 01,43,20122,S_DESTROYER_02,,,0,0.01
Demo - Model 01,43,20122,S_FRIGATE_01,,,0,0.01
Demo - Model 01,43,20122,S_FRIGATE_02,,,0,0.01
Demo - Model 01,43,20122,S_SUPPLY_SHIP_01,,,0,0.01
Demo - Model 01,43,20122,S_SUPPLY_SHIP_02,,,0,0.01
Demo - Model 01,43,20123,WORKSHOP,,1,0.0001,0.46
Demo - Model 01,43,20123,HOME BASE,1,,0,0.46
Demo - Model 01,43,20123,MAIN DEPOT,,,0.0026,0.46
Demo - Model 01,43,20123,S_CARRIER,,,0,0.05
Demo - Model 01,43,20123,S_CRUISER,,,0,0.05
Demo - Model 01,43,20123,S_DESTROYER_01,,,0,0.09
Demo - Model 01,43,20123,S_DESTROYER_02,,,0,0.09
Demo - Model 01,43,20123,S_FRIGATE_01,,,0,0.05
Demo - Model 01,43,20123,S_FRIGATE_02,,,0,0.05
Demo - Model 01,43,20123,S_SUPPLY_SHIP_01,,,0,0.05
Demo - Model 01,43,20123,S_SUPPLY_SHIP_02,,,0,0.05
Demo - Model 01,43,20124,HOME BASE,,,0.0002,0.17
Demo - Model 01,43,20124,MAIN DEPOT,,,0.0001,0.12
Demo - Model 01,43,20124,S_CARRIER,,,0,0.02
Demo - Model 01,43,20124,S_CRUISER,,,0,0.02
Demo - Model 01,43,20124,S_DESTROYER_01,,,0,0.03
Demo - Model 01,43,20124,S_DESTROYER_02,,,0,0.03
Demo - Model 01,43,20124,S_FRIGATE_01,,,0,0.02
Demo - Model 01,43,20124,S_FRIGATE_02,,,0,0.02
Demo - Model 01,43,20124,S_SUPPLY_SHIP_01,,,0,0.02
Demo - Model 01,43,20124,S_SUPPLY_SHIP_02,,,0,0.02
Demo - Model 01,43,20125,HOME BASE,,,0.0004,0.34
Demo - Model 01,43,20125,MAIN DEPOT,,,0.0003,0.26
Demo - Model 01,43,20125,S_CARRIER,,,0,0.03
Demo - Model 01,43,20125,S_CRUISER,,,0,0.03
Demo - Model 01,43,20125,S_DESTROYER_01,,,0.0001,0.07
Demo - Model 01,43,20125,S_DESTROYER_02,,,0.0001,0.07
Demo - Model 01,43,20125,S_FRIGATE_01,,,0,0.03
Demo - Model 01,43,20125,S_FRIGATE_02,,,0,0.03
Demo - Model 01,43,20125,S_SUPPLY_SHIP_01,,,0,0.03
Demo - Model 01,43,20125,S_SUPPLY_SHIP_02,,,0,0.03
Demo - Model 01,43,20126,HOME BASE,,,0.0001,0.06
Demo - Model 01,43,20126,MAIN DEPOT,,,0.0001,0.04
Demo - Model 01,43,20126,S_CARRIER,,,0,0.01
Demo - Model 01,43,20126,S_CRUISER,,,0,0.01
Demo - Model 01,43,20126,S_DESTROYER_01,,,0,0.01
Demo - Model 01,43,20126,S_DESTROYER_02,,,0,0.01
Demo - Model 01,43,20126,S_FRIGATE_01,,,0,0.01
Demo - Model 01,43,20126,S_FRIGATE_02,,,0,0.01
Demo - Model 01,43,20126,S_SUPPLY_SHIP_01,,,0,0.01
Demo - Model 01,43,20126,S_SUPPLY_SHIP_02,,,0,0.01
Demo - Model 01,43,20127,HOME BASE,1,,0,0.4
Demo - Model 01,43,20127,MAIN DEPOT,,,0.0003,0.3
Demo - Model 01,43,20127,S_CARRIER,,,0,0.04
Demo - Model 01,43,20127,S_CRUISER,,,0,0.04
Demo - Model 01,43,20127,S_DESTROYER_01,,,0,0.08
Demo - Model 01,43,20127,S_DESTROYER_02,,,0,0.08
Demo - Model 01,43,20127,S_FRIGATE_01,,,0,0.04
Demo - Model 01,43,20127,S_FRIGATE_02,,,0,0.04
Demo - Model 01,43,20127,S_SUPPLY_SHIP_01,,,0,0.04
Demo - Model 01,43,20127,S_SUPPLY_SHIP_02,,,0,0.04
Demo - Model 01,43,20128,HOME BASE,,,0,0.03
Demo - Model 01,43,20128,MAIN DEPOT,,,0,0.02
Demo - Model 01,43,20128,S_CARRIER,,,0,0
Demo - Model 01,43,20128,S_CRUISER,,,0,0
Demo - Model 01,43,20128,S_DESTROYER_01,,,0,0.01
Demo - Model 01,43,20128,S_DESTROYER_02,,,0,0.01
Demo - Model 01,43,20128,S_FRIGATE_01,,,0,0
Demo - Model 01,43,20128,S_FRIGATE_02,,,0,0
Demo - Model 01,43,20128,S_SUPPLY_SHIP_01,,,0,0
Demo - Model 01,43,20128,S_SUPPLY_SHIP_02,,,0,0
Demo - Model 01,43,20129,WORKSHOP,,1,0,0.16
Demo - Model 01,43,20129,HOME BASE,,,0.001,0.16
Demo - Model 01,43,20129,MAIN DEPOT,,,0.0009,0.16
Demo - Model 01,43,20129,S_CARRIER,,,0.0001,0.02
Demo - Model 01,43,20129,S_CRUISER,,,0.0001,0.02
Demo - Model 01,43,20129,S_DESTROYER_01,,,0.0002,0.03
Demo - Model 01,43,20129,S_DESTROYER_02,,,0.0002,0.03
Demo - Model 01,43,20129,S_FRIGATE_01,,,0.0001,0.02
Demo - Model 01,43,20129,S_FRIGATE_02,,,0.0001,0.02
Demo - Model 01,43,20129,S_SUPPLY_SHIP_01,,,0.0001,0.02
Demo - Model 01,43,20129,S_SUPPLY_SHIP_02,,,0.0001,0.02
Demo - Model 01,43,201210,WORKSHOP,,1,0,0.31
Demo - Model 01,43,201210,HOME BASE,1,,0,0.31
Demo - Model 01,43,201210,MAIN DEPOT,,,0.0017,0.31
Demo - Model 01,43,201210,S_CARRIER,,,0,0.03
Demo - Model 01,43,201210,S_CRUISER,,,0,0.03
Demo - Model 01,43,201210,S_DESTROYER_01,,,0,0.06
Demo - Model 01,43,201210,S_DESTROYER_02,,,0,0.06
Demo - Model 01,43,201210,S_FRIGATE_01,,,0,0.03
Demo - Model 01,43,201210,S_FRIGATE_02,,,0,0.03
Demo - Model 01,43,201210,S_SUPPLY_SHIP_01,,,0,0.03
Demo - Model 01,43,201210,S_SUPPLY_SHIP_02,,,0,0.03
Demo - Model 01,43,201211,HOME BASE,,,0.0001,0.1
Demo - Model 01,43,201211,MAIN DEPOT,,,0.0001,0.08
Demo - Model 01,43,201211,S_CARRIER,,,0,0.01
Demo - Model 01,43,201211,S_CRUISER,,,0,0.01
Demo - Model 01,43,201211,S_DESTROYER_01,,,0,0.02
Demo - Model 01,43,201211,S_DESTROYER_02,,,0,0.02
Demo - Model 01,43,201211,S_FRIGATE_01,,,0,0.01
Demo - Model 01,43,201211,S_FRIGATE_02,,,0,0.01
Demo - Model 01,43,201211,S_SUPPLY_SHIP_01,,,0,0.01
Demo - Model 01,43,201211,S_SUPPLY_SHIP_02,,,0,0.01
Demo - Model 01,43,201212,HOME BASE,,,0.0001,0.06
Demo - Model 01,43,201212,MAIN DEPOT,,,0.0001,0.05
Demo - Model 01,43,201212,S_CARRIER,,,0,0.01
Demo - Model 01,43,201212,S_CRUISER,,,0,0.01
Demo - Model 01,43,201212,S_DESTROYER_01,,,0,0.01
Demo - Model 01,43,201212,S_DESTROYER_02,,,0,0.01
Demo - Model 01,43,201212,S_FRIGATE_01,,,0,0.01
Demo - Model 01,43,201212,S_FRIGATE_02,,,0,0.01
Demo - Model 01,43,201212,S_SUPPLY_SHIP_01,,,0,0.01
Demo - Model 01,43,201212,S_SUPPLY_SHIP_02,,,0,0.01
Demo - Model 01,43,201213,HOME BASE,1,,0,1.26
Demo - Model 01,43,201213,MAIN DEPOT,,,0.0011,0.95
Demo - Model 01,43,201213,S_CARRIER,,,0,0.13
Demo - Model 01,43,201213,S_CRUISER,,,0,0.13
Demo - Model 01,43,201213,S_DESTROYER_01,,,0,0.25
Demo - Model 01,43,201213,S_DESTROYER_02,,,0,0.25
Demo - Model 01,43,201213,S_FRIGATE_01,,,0,0.13
Demo - Model 01,43,201213,S_FRIGATE_02,,,0,0.13
Demo - Model 01,43,201213,S_SUPPLY_SHIP_01,,,0,0.13
Demo - Model 01,43,201213,S_SUPPLY_SHIP_02,,,0,0.13
Demo - Model 01,43,201214,HOME BASE,,,0.0004,0.29
Demo - Model 01,43,201214,MAIN DEPOT,,,0.0002,0.22
Demo - Model 01,43,201214,S_CARRIER,,,0,0.03
Demo - Model 01,43,201214,S_CRUISER,,,0,0.03
Demo - Model 01,43,201214,S_DESTROYER_01,,,0.0001,0.06
Demo - Model 01,43,201214,S_DESTROYER_02,,,0.0001,0.06
Demo - Model 01,43,201214,S_FRIGATE_01,,,0,0.03
Demo - Model 01,43,201214,S_FRIGATE_02,,,0,0.03
Demo - Model 01,43,201214,S_SUPPLY_SHIP_01,,,0,0.03
Demo - Model 01,43,201214,S_SUPPLY_SHIP_02,,,0,0.03
Demo - Model 01,43,20211,HOME BASE,1,,0,0.31
Demo - Model 01,43,20211,MAIN DEPOT,,,0.0003,0.23
Demo - Model 01,43,20211,S_CARRIER,,,0,0.03
Demo - Model 01,43,20211,S_CRUISER,,,0,0.03
Demo - Model 01,43,20211,S_DESTROYER_01,,,0,0.06
Demo - Model 01,43,20211,S_DESTROYER_02,,,0,0.06
Demo - Model 01,43,20211,S_FRIGATE_01,,,0,0.03
Demo - Model 01,43,20211,S_FRIGATE_02,,,0,0.03
Demo - Model 01,43,20211,S_SUPPLY_SHIP_01,,,0,0.03
Demo - Model 01,43,20211,S_SUPPLY_SHIP_02,,,0,0.03
Demo - Model 01,43,20212,WORKSHOP,,1,0,0.04
Demo - Model 01,43,20212,HOME BASE,1,,0,0.04
Demo - Model 01,43,20212,MAIN DEPOT,,,0.0002,0.04
Demo - Model 01,43,20212,S_CARRIER,,,0,0
Demo - Model 01,43,20212,S_CRUISER,,,0,0
Demo - Model 01,43,20212,S_DESTROYER_01,,,0,0.01
Demo - Model 01,43,20212,S_DESTROYER_02,,,0,0.01
Demo - Model 01,43,20212,S_FRIGATE_01,,,0,0
Demo - Model 01,43,20212,S_FRIGATE_02,,,0,0
Demo - Model 01,43,20212,S_SUPPLY_SHIP_01,,,0,0
Demo - Model 01,43,20212,S_SUPPLY_SHIP_02,,,0,0
Demo - Model 01,43,20213,HOME BASE,,,0.0003,0.27
Demo - Model 01,43,20213,MAIN DEPOT,,,0.0002,0.2
Demo - Model 01,43,20213,S_CARRIER,,,0,0.03
Demo - Model 01,43,20213,S_CRUISER,,,0,0.03
Demo - Model 01,43,20213,S_DESTROYER_01,,,0.0001,0.05
Demo - Model 01,43,20213,S_DESTROYER_02,,,0.0001,0.05
Demo - Model 01,43,20213,S_FRIGATE_01,,,0,0.03
Demo - Model 01,43,20213,S_FRIGATE_02,,,0,0.03
Demo - Model 01,43,20213,S_SUPPLY_SHIP_01,,,0,0.03
Demo - Model 01,43,20213,S_SUPPLY_SHIP_02,,,0,0.03
Demo - Model 01,43,20214,WORKSHOP,,1,0,0.29
Demo - Model 01,43,20214,HOME BASE,1,,0,0.29
Demo - Model 01,43,20214,MAIN DEPOT,,,0.0016,0.29
Demo - Model 01,43,20214,S_CARRIER,,,0,0.03
Demo - Model 01,43,20214,S_CRUISER,,,0,0.03
Demo - Model 01,43,20214,S_DESTROYER_01,,,0,0.06
Demo - Model 01,43,20214,S_DESTROYER_02,,,0,0.06
Demo - Model 01,43,20214,S_FRIGATE_01,,,0,0.03
Demo - Model 01,43,20214,S_FRIGATE_02,,,0,0.03
Demo - Model 01,43,20214,S_SUPPLY_SHIP_01,,,0,0.03
Demo - Model 01,43,20214,S_SUPPLY_SHIP_02,,,0,0.03
